index,unti1_rgb,unit1_bbox,unit1_centers,unit1_beam_index,num_objects
792,./unit1/camera_data/image_BS1_7420_03_35_48.jpg,"[[550, 72, 650, 111]]","[0.625, 0.16944444444444445, 0.10416666666666667, 0.07222222222222222]",39,1
793,./unit1/camera_data/image_BS1_4358_03_29_15.jpg,"[[634, 88, 786, 139]]","[0.7395833333333334, 0.2101851851851852, 0.15833333333333333, 0.09444444444444444]",45,1
794,./unit1/camera_data/image_BS1_8589_03_38_19.jpg,"[[167, 90, 336, 143]]","[0.26197916666666665, 0.21574074074074073, 0.17604166666666668, 0.09814814814814815]",14,1
795,./unit1/camera_data/image_BS1_5095_03_30_50.jpg,"[[841, 72, 956, 108]]","[0.9359375, 0.16666666666666666, 0.11979166666666667, 0.06666666666666667]",55,1
796,./unit1/camera_data/image_BS1_1278_03_22_42.jpg,"[[269, 91, 435, 144]]","[0.36666666666666664, 0.2175925925925926, 0.17291666666666666, 0.09814814814814815]",20,1
797,./unit1/camera_data/image_BS1_2015_03_24_16.jpg,"[[122, 90, 288, 144]]","[0.21354166666666666, 0.21666666666666667, 0.17291666666666666, 0.1]",11,1
798,./unit1/camera_data/image_BS1_2579_03_25_28.jpg,"[[468, 90, 619, 140]]","[0.5661458333333333, 0.21296296296296297, 0.15729166666666666, 0.09259259259259259]",34,1
800,./unit1/camera_data/image_BS1_7811_03_36_38.jpg,"[[4, 86, 153, 143]]","[0.08177083333333333, 0.21203703703703702, 0.15520833333333334, 0.10555555555555556]",3,1
802,./unit1/camera_data/image_BS1_1045_03_22_12.jpg,"[[250, 75, 371, 114]]","[0.3234375, 0.175, 0.12604166666666666, 0.07222222222222222]",19,1
803,./unit1/camera_data/image_BS1_6490_03_33_48.jpg,"[[268, 92, 429, 144]]","[0.36302083333333335, 0.21851851851851853, 0.16770833333333332, 0.0962962962962963]",20,1
804,./unit1/camera_data/image_BS1_4816_03_30_14.jpg,"[[298, 90, 451, 141]]","[0.39010416666666664, 0.21388888888888888, 0.159375, 0.09444444444444444]",21,1
805,./unit1/camera_data/image_BS1_4587_03_29_45.jpg,"[[753, 72, 868, 109]]","[0.8442708333333333, 0.1675925925925926, 0.11979166666666667, 0.06851851851851852]",52,1
806,./unit1/camera_data/image_BS1_9496_03_40_17.jpg,"[[308, 84, 444, 131]]","[0.39166666666666666, 0.19907407407407407, 0.14166666666666666, 0.08703703703703704]",21,1
807,./unit1/camera_data/image_BS1_601_03_21_15.jpg,"[[220, 91, 380, 143]]","[0.3125, 0.21666666666666667, 0.16666666666666666, 0.0962962962962963]",17,1
808,./unit1/camera_data/image_BS1_4585_03_29_44.jpg,"[[767, 72, 889, 109]]","[0.8625, 0.1675925925925926, 0.12708333333333333, 0.06851851851851852]",54,1
809,./unit1/camera_data/image_BS1_261_03_20_31.jpg,"[[881, 71, 953, 107]]","[0.9552083333333333, 0.1648148148148148, 0.075, 0.06666666666666667]",58,1
810,./unit1/camera_data/image_BS1_4650_03_29_53.jpg,"[[10, 77, 134, 114]]","[0.075, 0.17685185185185184, 0.12916666666666668, 0.06851851851851852]",6,1
811,./unit1/camera_data/image_BS1_2571_03_25_27.jpg,"[[431, 89, 575, 142]]","[0.5239583333333333, 0.21388888888888888, 0.15, 0.09814814814814815]",29,1
812,./unit1/camera_data/image_BS1_8116_03_37_17.jpg,"[[146, 77, 244, 116]]","[0.203125, 0.1787037037037037, 0.10208333333333333, 0.07222222222222222]",11,1
813,./unit1/camera_data/image_BS1_1274_03_22_41.jpg,"[[213, 92, 373, 143]]","[0.30520833333333336, 0.2175925925925926, 0.16666666666666666, 0.09444444444444444]",17,1
814,./unit1/camera_data/image_BS1_1293_03_22_44.jpg,"[[484, 92, 635, 141]]","[0.5828125, 0.21574074074074073, 0.15729166666666666, 0.09074074074074075]",34,1
815,./unit1/camera_data/image_BS1_1018_03_22_08.jpg,"[[549, 73, 653, 112]]","[0.6260416666666667, 0.1712962962962963, 0.10833333333333334, 0.07222222222222222]",39,1
816,./unit1/camera_data/image_BS1_1312_03_22_46.jpg,"[[773, 84, 937, 137]]","[0.890625, 0.20462962962962963, 0.17083333333333334, 0.09814814814814815]",53,1
817,./unit1/camera_data/image_BS1_5366_03_31_24.jpg,"[[447, 93, 608, 146]]","[0.5494791666666666, 0.2212962962962963, 0.16770833333333332, 0.09814814814814815]",33,1
818,./unit1/camera_data/image_BS1_4835_03_30_16.jpg,"[[412, 90, 566, 140]]","[0.509375, 0.21296296296296297, 0.16041666666666668, 0.09259259259259259]",29,1
819,./unit1/camera_data/image_BS1_2056_03_24_21.jpg,"[[871, 83, 960, 134]]","[0.9536458333333333, 0.20092592592592592, 0.09270833333333334, 0.09444444444444444]",60,1
820,./unit1/camera_data/image_BS1_1024_03_22_09.jpg,"[[489, 73, 597, 112]]","[0.565625, 0.1712962962962963, 0.1125, 0.07222222222222222]",34,1
821,./unit1/camera_data/image_BS1_7826_03_36_40.jpg,"[[241, 91, 400, 143]]","[0.3338541666666667, 0.21666666666666667, 0.165625, 0.0962962962962963]",17,1
822,./unit1/camera_data/image_BS1_5145_03_30_56.jpg,"[[230, 76, 350, 115]]","[0.3020833333333333, 0.17685185185185184, 0.125, 0.07222222222222222]",17,1
823,./unit1/camera_data/image_BS1_997_03_22_06.jpg,"[[756, 73, 878, 109]]","[0.8510416666666667, 0.1685185185185185, 0.12708333333333333, 0.06666666666666667]",54,1
824,./unit1/camera_data/image_BS1_3892_03_28_15.jpg,"[[338, 90, 486, 140]]","[0.42916666666666664, 0.21296296296296297, 0.15416666666666667, 0.09259259259259259]",23,1
825,./unit1/camera_data/image_BS1_3664_03_27_46.jpg,"[[96, 76, 220, 116]]","[0.16458333333333333, 0.17777777777777778, 0.12916666666666668, 0.07407407407407407]",11,1
826,./unit1/camera_data/image_BS1_4101_03_28_42.jpg,"[[487, 71, 606, 112]]","[0.5692708333333333, 0.16944444444444445, 0.12395833333333334, 0.07592592592592592]",34,1
827,./unit1/camera_data/image_BS1_9903_03_41_10.jpg,"[[302, 73, 405, 106]]","[0.36822916666666666, 0.16574074074074074, 0.10729166666666666, 0.06111111111111111]",20,1
828,./unit1/camera_data/image_BS1_9506_03_40_18.jpg,"[[429, 91, 570, 138]]","[0.5203125, 0.21203703703703702, 0.146875, 0.08703703703703704]",29,1
829,./unit1/camera_data/image_BS1_9862_03_41_04.jpg,"[[746, 73, 867, 112]]","[0.8401041666666667, 0.1712962962962963, 0.12604166666666666, 0.07222222222222222]",51,1
830,./unit1/camera_data/image_BS1_2602_03_25_31.jpg,"[[645, 83, 802, 139]]","[0.7536458333333333, 0.20555555555555555, 0.16354166666666667, 0.1037037037037037]",45,1
831,./unit1/camera_data/image_BS1_2032_03_24_18.jpg,"[[451, 90, 606, 143]]","[0.5505208333333333, 0.21574074074074073, 0.16145833333333334, 0.09814814814814815]",34,1
832,./unit1/camera_data/image_BS1_1026_03_22_09.jpg,"[[462, 73, 580, 112]]","[0.5427083333333333, 0.1712962962962963, 0.12291666666666666, 0.07222222222222222]",34,1
833,./unit1/camera_data/image_BS1_4796_03_30_11.jpg,"[[4, 91, 163, 141]]","[0.08697916666666666, 0.21481481481481482, 0.165625, 0.09259259259259259]",6,1
834,./unit1/camera_data/image_BS1_3374_03_27_10.jpg,"[[639, 89, 798, 141]]","[0.7484375, 0.21296296296296297, 0.165625, 0.0962962962962963]",44,1
835,./unit1/camera_data/image_BS1_4376_03_29_17.jpg,"[[842, 82, 959, 130]]","[0.9380208333333333, 0.1962962962962963, 0.121875, 0.08888888888888889]",58,1
836,./unit1/camera_data/image_BS1_1003_03_22_06.jpg,"[[693, 73, 814, 109]]","[0.7848958333333333, 0.1685185185185185, 0.12604166666666666, 0.06666666666666667]",48,1
837,./unit1/camera_data/image_BS1_2030_03_24_18.jpg,"[[414, 90, 569, 141]]","[0.5119791666666667, 0.21388888888888888, 0.16145833333333334, 0.09444444444444444]",29,1
838,./unit1/camera_data/image_BS1_5374_03_31_25.jpg,"[[562, 90, 720, 147]]","[0.6677083333333333, 0.21944444444444444, 0.16458333333333333, 0.10555555555555556]",39,1
839,./unit1/camera_data/image_BS1_6801_03_34_28.jpg,"[[864, 72, 956, 106]]","[0.9479166666666666, 0.1648148148148148, 0.09583333333333334, 0.06296296296296296]",57,1
841,./unit1/camera_data/image_BS1_1063_03_22_14.jpg,"[[36, 76, 159, 116]]","[0.1015625, 0.17777777777777778, 0.128125, 0.07407407407407407]",7,1
842,./unit1/camera_data/image_BS1_7850_03_36_43.jpg,"[[606, 90, 755, 139]]","[0.7088541666666667, 0.21203703703703702, 0.15520833333333334, 0.09074074074074075]",43,1
843,./unit1/camera_data/image_BS1_4311_03_29_09.jpg,"[[21, 89, 101, 135]]","[0.06354166666666666, 0.2074074074074074, 0.08333333333333333, 0.08518518518518518]",3,1
844,./unit1/camera_data/image_BS1_2042_03_24_19.jpg,"[[638, 89, 795, 140]]","[0.7463541666666667, 0.21203703703703702, 0.16354166666666667, 0.09444444444444444]",45,1
845,./unit1/camera_data/image_BS1_9857_03_41_04.jpg,"[[785, 72, 912, 112]]","[0.8838541666666667, 0.17037037037037037, 0.13229166666666667, 0.07407407407407407]",55,1
846,./unit1/camera_data/image_BS1_3867_03_28_12.jpg,"[[6, 89, 160, 141]]","[0.08645833333333333, 0.21296296296296297, 0.16041666666666668, 0.0962962962962963]",4,1
847,./unit1/camera_data/image_BS1_8638_03_38_25.jpg,"[[873, 92, 957, 144]]","[0.953125, 0.21851851851851853, 0.0875, 0.0962962962962963]",59,1
850,./unit1/camera_data/image_BS1_1283_03_22_42.jpg,"[[339, 91, 500, 143]]","[0.43697916666666664, 0.21666666666666667, 0.16770833333333332, 0.0962962962962963]",26,1
851,./unit1/camera_data/image_BS1_5131_03_30_54.jpg,"[[394, 72, 511, 112]]","[0.4713541666666667, 0.17037037037037037, 0.121875, 0.07407407407407407]",29,1
852,./unit1/camera_data/image_BS1_5335_03_31_20.jpg,"[[11, 88, 123, 136]]","[0.06979166666666667, 0.2074074074074074, 0.11666666666666667, 0.08888888888888889]",3,1
853,./unit1/camera_data/image_BS1_2521_03_25_21.jpg,"[[72, 89, 238, 141]]","[0.16145833333333334, 0.21296296296296297, 0.17291666666666666, 0.0962962962962963]",7,1
854,./unit1/camera_data/image_BS1_3919_03_28_19.jpg,"[[700, 89, 859, 138]]","[0.8119791666666667, 0.2101851851851852, 0.165625, 0.09074074074074075]",49,1
855,./unit1/camera_data/image_BS1_1298_03_22_44.jpg,"[[558, 89, 711, 142]]","[0.6609375, 0.21388888888888888, 0.159375, 0.09814814814814815]",39,1
856,./unit1/camera_data/image_BS1_642_03_21_20.jpg,"[[495, 91, 651, 142]]","[0.596875, 0.21574074074074073, 0.1625, 0.09444444444444444]",37,1
857,./unit1/camera_data/image_BS1_630_03_21_18.jpg,"[[402, 90, 560, 143]]","[0.5010416666666667, 0.21574074074074073, 0.16458333333333333, 0.09814814814814815]",29,1
858,./unit1/camera_data/image_BS1_4317_03_29_10.jpg,"[[10, 91, 184, 144]]","[0.10104166666666667, 0.2175925925925926, 0.18125, 0.09814814814814815]",6,1
859,./unit1/camera_data/image_BS1_8118_03_37_17.jpg,"[[93, 77, 223, 115]]","[0.16458333333333333, 0.17777777777777778, 0.13541666666666666, 0.07037037037037037]",11,1
860,./unit1/camera_data/image_BS1_9901_03_41_09.jpg,"[[324, 72, 433, 108]]","[0.39427083333333335, 0.16666666666666666, 0.11354166666666667, 0.06666666666666667]",23,1
861,./unit1/camera_data/image_BS1_3598_03_27_38.jpg,"[[882, 71, 954, 109]]","[0.95625, 0.16666666666666666, 0.075, 0.07037037037037037]",58,1
862,./unit1/camera_data/image_BS1_647_03_21_20.jpg,"[[544, 89, 690, 143]]","[0.6427083333333333, 0.21481481481481482, 0.15208333333333332, 0.1]",38,1
864,./unit1/camera_data/image_BS1_611_03_21_16.jpg,"[[283, 91, 442, 143]]","[0.3776041666666667, 0.21666666666666667, 0.165625, 0.0962962962962963]",20,1
865,./unit1/camera_data/image_BS1_618_03_21_17.jpg,"[[323, 92, 479, 142]]","[0.41770833333333335, 0.21666666666666667, 0.1625, 0.09259259259259259]",23,1
866,./unit1/camera_data/image_BS1_4328_03_29_11.jpg,"[[214, 91, 366, 142]]","[0.3020833333333333, 0.21574074074074073, 0.15833333333333333, 0.09444444444444444]",17,1
867,./unit1/camera_data/image_BS1_1025_03_22_09.jpg,"[[470, 72, 586, 112]]","[0.55, 0.17037037037037037, 0.12083333333333333, 0.07407407407407407]",34,1
869,./unit1/camera_data/image_BS1_8126_03_37_18.jpg,"[[4, 74, 107, 114]]","[0.0578125, 0.17407407407407408, 0.10729166666666666, 0.07407407407407407]",3,1
870,./unit1/camera_data/image_BS1_4375_03_29_17.jpg,"[[837, 81, 960, 131]]","[0.9359375, 0.1962962962962963, 0.128125, 0.09259259259259259]",57,1
871,./unit1/camera_data/image_BS1_9485_03_40_16.jpg,"[[195, 85, 343, 133]]","[0.28020833333333334, 0.20185185185185187, 0.15416666666666667, 0.08888888888888889]",13,1
872,./unit1/camera_data/image_BS1_1306_03_22_45.jpg,"[[679, 89, 837, 139]]","[0.7895833333333333, 0.2111111111111111, 0.16458333333333333, 0.09259259259259259]",47,1
873,./unit1/camera_data/image_BS1_682_03_21_25.jpg,"[[866, 83, 960, 134]]","[0.9510416666666667, 0.20092592592592592, 0.09791666666666667, 0.09444444444444444]",59,1
874,./unit1/camera_data/image_BS1_2588_03_25_29.jpg,"[[526, 88, 676, 141]]","[0.6260416666666667, 0.21203703703703702, 0.15625, 0.09814814814814815]",38,1
875,./unit1/camera_data/image_BS1_2282_03_24_50.jpg,"[[445, 73, 564, 112]]","[0.5255208333333333, 0.1712962962962963, 0.12395833333333334, 0.07222222222222222]",34,1
876,./unit1/camera_data/image_BS1_6271_03_33_20.jpg,"[[272, 74, 392, 113]]","[0.3458333333333333, 0.17314814814814813, 0.125, 0.07222222222222222]",21,1
877,./unit1/camera_data/image_BS1_6243_03_33_17.jpg,"[[631, 71, 754, 110]]","[0.7213541666666666, 0.1675925925925926, 0.128125, 0.07222222222222222]",45,1
878,./unit1/camera_data/image_BS1_4636_03_29_51.jpg,"[[198, 77, 322, 114]]","[0.2708333333333333, 0.17685185185185184, 0.12916666666666668, 0.06851851851851852]",17,1
879,./unit1/camera_data/image_BS1_3628_03_27_42.jpg,"[[586, 72, 702, 110]]","[0.6708333333333333, 0.1685185185185185, 0.12083333333333333, 0.07037037037037037]",42,1
880,./unit1/camera_data/image_BS1_2858_03_26_03.jpg,"[[352, 74, 470, 112]]","[0.428125, 0.17222222222222222, 0.12291666666666666, 0.07037037037037037]",26,1
881,./unit1/camera_data/image_BS1_596_03_21_14.jpg,"[[179, 90, 340, 143]]","[0.2703125, 0.21574074074074073, 0.16770833333333332, 0.09814814814814815]",14,1
882,./unit1/camera_data/image_BS1_2513_03_25_19.jpg,"[[3, 90, 156, 143]]","[0.0828125, 0.21574074074074073, 0.159375, 0.09814814814814815]",3,1
883,./unit1/camera_data/image_BS1_9902_03_41_09.jpg,"[[309, 71, 426, 106]]","[0.3828125, 0.1638888888888889, 0.121875, 0.06481481481481481]",22,1
884,./unit1/camera_data/image_BS1_1269_03_22_41.jpg,"[[154, 89, 305, 144]]","[0.2390625, 0.21574074074074073, 0.15729166666666666, 0.10185185185185185]",13,1
885,./unit1/camera_data/image_BS1_3375_03_27_10.jpg,"[[657, 90, 809, 142]]","[0.7635416666666667, 0.21481481481481482, 0.15833333333333333, 0.0962962962962963]",46,1
886,./unit1/camera_data/image_BS1_6844_03_34_34.jpg,"[[237, 76, 361, 114]]","[0.31145833333333334, 0.17592592592592593, 0.12916666666666668, 0.07037037037037037]",17,1
887,./unit1/camera_data/image_BS1_5948_03_32_39.jpg,"[[745, 90, 901, 138]]","[0.8572916666666667, 0.2111111111111111, 0.1625, 0.08888888888888889]",52,1
888,./unit1/camera_data/image_BS1_9852_03_41_03.jpg,"[[821, 73, 945, 113]]","[0.9197916666666667, 0.17222222222222222, 0.12916666666666668, 0.07407407407407407]",57,1
889,./unit1/camera_data/image_BS1_7421_03_35_48.jpg,"[[541, 72, 642, 111]]","[0.6161458333333333, 0.16944444444444445, 0.10520833333333333, 0.07222222222222222]",37,1
890,./unit1/camera_data/image_BS1_4118_03_28_44.jpg,"[[231, 82, 382, 130]]","[0.31927083333333334, 0.1962962962962963, 0.15729166666666666, 0.08888888888888889]",17,1
892,./unit1/camera_data/image_BS1_275_03_20_33.jpg,"[[765, 72, 882, 109]]","[0.8578125, 0.1675925925925926, 0.121875, 0.06851851851851852]",51,1
894,./unit1/camera_data/image_BS1_1040_03_22_11.jpg,"[[314, 76, 432, 114]]","[0.3885416666666667, 0.17592592592592593, 0.12291666666666666, 0.07037037037037037]",22,1
895,./unit1/camera_data/image_BS1_4817_03_30_14.jpg,"[[305, 90, 458, 140]]","[0.39739583333333334, 0.21296296296296297, 0.159375, 0.09259259259259259]",22,1
896,./unit1/camera_data/image_BS1_8113_03_37_17.jpg,"[[179, 77, 302, 114]]","[0.25052083333333336, 0.17685185185185184, 0.128125, 0.06851851851851852]",13,1
897,./unit1/camera_data/image_BS1_5139_03_30_55.jpg,"[[296, 76, 422, 114]]","[0.37395833333333334, 0.17592592592592593, 0.13125, 0.07037037037037037]",22,1
898,./unit1/camera_data/image_BS1_9298_03_39_51.jpg,"[[270, 72, 372, 106]]","[0.334375, 0.1648148148148148, 0.10625, 0.06296296296296296]",20,1
899,./unit1/camera_data/image_BS1_2565_03_25_26.jpg,"[[386, 89, 537, 140]]","[0.48072916666666665, 0.21203703703703702, 0.15729166666666666, 0.09444444444444444]",27,1
900,./unit1/camera_data/image_BS1_2823_03_25_59.jpg,"[[702, 73, 819, 108]]","[0.7921875, 0.1675925925925926, 0.121875, 0.06481481481481481]",49,1
901,./unit1/camera_data/image_BS1_7817_03_36_39.jpg,"[[90, 90, 255, 143]]","[0.1796875, 0.21574074074074073, 0.171875, 0.09814814814814815]",9,1
903,./unit1/camera_data/image_BS1_2270_03_24_48.jpg,"[[640, 71, 734, 110]]","[0.715625, 0.1675925925925926, 0.09791666666666667, 0.07222222222222222]",44,1
904,./unit1/camera_data/image_BS1_9277_03_39_49.jpg,"[[601, 74, 708, 112]]","[0.6817708333333333, 0.17222222222222222, 0.11145833333333334, 0.07037037037037037]",42,1
905,./unit1/camera_data/image_BS1_659_03_21_22.jpg,"[[648, 88, 803, 140]]","[0.7557291666666667, 0.2111111111111111, 0.16145833333333334, 0.0962962962962963]",48,1
906,./unit1/camera_data/image_BS1_4827_03_30_15.jpg,"[[374, 90, 522, 139]]","[0.4666666666666667, 0.21203703703703702, 0.15416666666666667, 0.09074074074074075]",26,1
907,./unit1/camera_data/image_BS1_6254_03_33_18.jpg,"[[495, 69, 618, 112]]","[0.5796875, 0.1675925925925926, 0.128125, 0.07962962962962963]",37,1
908,./unit1/camera_data/image_BS1_8053_03_37_09.jpg,"[[837, 71, 953, 108]]","[0.9322916666666666, 0.16574074074074074, 0.12083333333333333, 0.06851851851851852]",57,1
910,./unit1/camera_data/image_BS1_5903_03_32_33.jpg,"[[154, 89, 309, 142]]","[0.24114583333333334, 0.21388888888888888, 0.16145833333333334, 0.09814814814814815]",13,1
911,./unit1/camera_data/image_BS1_4635_03_29_51.jpg,"[[210, 75, 338, 114]]","[0.28541666666666665, 0.175, 0.13333333333333333, 0.07222222222222222]",17,1
913,./unit1/camera_data/image_BS1_6553_03_33_56.jpg,"[[839, 90, 960, 140]]","[0.9369791666666667, 0.21296296296296297, 0.12604166666666666, 0.09259259259259259]",55,1
914,./unit1/camera_data/image_BS1_4822_03_30_15.jpg,"[[345, 89, 493, 140]]","[0.43645833333333334, 0.21203703703703702, 0.15416666666666667, 0.09444444444444444]",23,1
915,./unit1/camera_data/image_BS1_2586_03_25_29.jpg,"[[518, 89, 665, 141]]","[0.6161458333333333, 0.21296296296296297, 0.153125, 0.0962962962962963]",37,1
916,./unit1/camera_data/image_BS1_8588_03_38_18.jpg,"[[159, 89, 322, 143]]","[0.25052083333333336, 0.21481481481481482, 0.16979166666666667, 0.1]",13,1
917,./unit1/camera_data/image_BS1_7406_03_35_46.jpg,"[[765, 71, 885, 108]]","[0.859375, 0.16574074074074074, 0.125, 0.06851851851851852]",54,1
918,./unit1/camera_data/image_BS1_9895_03_41_08.jpg,"[[404, 73, 509, 109]]","[0.47552083333333334, 0.1685185185185185, 0.109375, 0.06666666666666667]",28,1
920,./unit1/camera_data/image_BS1_4370_03_29_17.jpg,"[[792, 88, 960, 138]]","[0.9125, 0.20925925925925926, 0.175, 0.09259259259259259]",55,1
921,./unit1/camera_data/image_BS1_6830_03_34_32.jpg,"[[472, 71, 585, 112]]","[0.5505208333333333, 0.16944444444444445, 0.11770833333333333, 0.07592592592592592]",34,1
922,./unit1/camera_data/image_BS1_4356_03_29_15.jpg,"[[612, 88, 760, 138]]","[0.7145833333333333, 0.20925925925925926, 0.15416666666666667, 0.09259259259259259]",43,1
924,./unit1/camera_data/image_BS1_3602_03_27_39.jpg,"[[850, 71, 945, 106]]","[0.9348958333333334, 0.1638888888888889, 0.09895833333333333, 0.06481481481481481]",58,1
925,./unit1/camera_data/image_BS1_304_03_20_37.jpg,"[[552, 73, 648, 110]]","[0.625, 0.16944444444444445, 0.1, 0.06851851851851852]",39,1
927,./unit1/camera_data/image_BS1_1027_03_22_10.jpg,"[[457, 73, 570, 112]]","[0.5348958333333333, 0.1712962962962963, 0.11770833333333333, 0.07222222222222222]",34,1
928,./unit1/camera_data/image_BS1_5377_03_31_26.jpg,"[[610, 93, 770, 145]]","[0.71875, 0.22037037037037038, 0.16666666666666666, 0.0962962962962963]",44,1
929,./unit1/camera_data/image_BS1_3654_03_27_45.jpg,"[[249, 75, 375, 115]]","[0.325, 0.17592592592592593, 0.13125, 0.07407407407407407]",19,1
930,./unit1/camera_data/image_BS1_363_03_20_44.jpg,"[[1, 68, 86, 114]]","[0.0453125, 0.1685185185185185, 0.08854166666666667, 0.08518518518518518]",3,1
931,./unit1/camera_data/image_BS1_5156_03_30_57.jpg,"[[92, 77, 213, 116]]","[0.15885416666666666, 0.1787037037037037, 0.12604166666666666, 0.07222222222222222]",11,1
932,./unit1/camera_data/image_BS1_6835_03_34_33.jpg,"[[391, 72, 507, 112]]","[0.46770833333333334, 0.17037037037037037, 0.12083333333333333, 0.07407407407407407]",28,1
933,./unit1/camera_data/image_BS1_4897_03_30_24.jpg,"[[831, 85, 955, 131]]","[0.9302083333333333, 0.2, 0.12916666666666668, 0.08518518518518518]",58,1
935,./unit1/camera_data/image_BS1_6484_03_33_48.jpg,"[[200, 92, 352, 143]]","[0.2875, 0.2175925925925926, 0.15833333333333333, 0.09444444444444444]",14,1
936,./unit1/camera_data/image_BS1_2305_03_24_53.jpg,"[[95, 76, 222, 116]]","[0.16510416666666666, 0.17777777777777778, 0.13229166666666667, 0.07407407407407407]",11,1
937,./unit1/camera_data/image_BS1_9914_03_41_11.jpg,"[[149, 73, 246, 108]]","[0.20572916666666666, 0.1675925925925926, 0.10104166666666667, 0.06481481481481481]",13,1
938,./unit1/camera_data/image_BS1_3397_03_27_12.jpg,"[[849, 82, 960, 134]]","[0.9421875, 0.2, 0.115625, 0.0962962962962963]",58,1
939,./unit1/camera_data/image_BS1_9295_03_39_51.jpg,"[[314, 72, 421, 107]]","[0.3828125, 0.16574074074074074, 0.11145833333333334, 0.06481481481481481]",22,1
940,./unit1/camera_data/image_BS1_6256_03_33_18.jpg,"[[476, 71, 592, 112]]","[0.55625, 0.16944444444444445, 0.12083333333333333, 0.07592592592592592]",34,1
941,./unit1/camera_data/image_BS1_4313_03_29_09.jpg,"[[0, 87, 124, 136]]","[0.06458333333333334, 0.2064814814814815, 0.12916666666666668, 0.09074074074074075]",4,1
942,./unit1/camera_data/image_BS1_4862_03_30_20.jpg,"[[554, 89, 699, 139]]","[0.6526041666666667, 0.2111111111111111, 0.15104166666666666, 0.09259259259259259]",39,1
943,./unit1/camera_data/image_BS1_9310_03_39_53.jpg,"[[81, 72, 193, 105]]","[0.14270833333333333, 0.1638888888888889, 0.11666666666666667, 0.06111111111111111]",8,1
944,./unit1/camera_data/image_BS1_9489_03_40_16.jpg,"[[234, 85, 383, 134]]","[0.32135416666666666, 0.20277777777777778, 0.15520833333333334, 0.09074074074074075]",17,1
945,./unit1/camera_data/image_BS1_9275_03_39_48.jpg,"[[631, 73, 741, 113]]","[0.7145833333333333, 0.17222222222222222, 0.11458333333333333, 0.07407407407407407]",44,1
946,./unit1/camera_data/image_BS1_9294_03_39_51.jpg,"[[328, 72, 437, 108]]","[0.3984375, 0.16666666666666666, 0.11354166666666667, 0.06666666666666667]",22,1
947,./unit1/camera_data/image_BS1_8610_03_38_21.jpg,"[[465, 93, 615, 144]]","[0.5625, 0.21944444444444444, 0.15625, 0.09444444444444444]",34,1
948,./unit1/camera_data/image_BS1_4097_03_28_42.jpg,"[[556, 71, 657, 111]]","[0.6317708333333333, 0.1685185185185185, 0.10520833333333333, 0.07407407407407407]",39,1
950,./unit1/camera_data/image_BS1_334_03_20_40.jpg,"[[306, 75, 427, 112]]","[0.38177083333333334, 0.17314814814814813, 0.12604166666666666, 0.06851851851851852]",22,1
951,./unit1/camera_data/image_BS1_2308_03_24_53.jpg,"[[41, 76, 165, 114]]","[0.10729166666666666, 0.17592592592592593, 0.12916666666666668, 0.07037037037037037]",6,1
952,./unit1/camera_data/image_BS1_6264_03_33_19.jpg,"[[372, 72, 485, 111]]","[0.44635416666666666, 0.16944444444444445, 0.11770833333333333, 0.07222222222222222]",26,1
953,./unit1/camera_data/image_BS1_5949_03_32_39.jpg,"[[751, 89, 917, 139]]","[0.86875, 0.2111111111111111, 0.17291666666666666, 0.09259259259259259]",51,1
954,./unit1/camera_data/image_BS1_9540_03_40_23.jpg,"[[837, 90, 960, 147]]","[0.9359375, 0.21944444444444444, 0.128125, 0.10555555555555556]",57,1
955,./unit1/camera_data/image_BS1_2287_03_24_51.jpg,"[[377, 73, 490, 112]]","[0.4515625, 0.1712962962962963, 0.11770833333333333, 0.07222222222222222]",27,1
956,./unit1/camera_data/image_BS1_5343_03_31_21.jpg,"[[94, 91, 263, 145]]","[0.1859375, 0.21851851851851853, 0.17604166666666668, 0.1]",11,1
957,./unit1/camera_data/image_BS1_2314_03_24_54.jpg,"[[1, 71, 84, 116]]","[0.044270833333333336, 0.17314814814814813, 0.08645833333333333, 0.08333333333333333]",3,1
958,./unit1/camera_data/image_BS1_4795_03_30_11.jpg,"[[3, 89, 162, 142]]","[0.0859375, 0.21388888888888888, 0.165625, 0.09814814814814815]",5,1
959,./unit1/camera_data/image_BS1_4603_03_29_47.jpg,"[[588, 71, 701, 109]]","[0.6713541666666667, 0.16666666666666666, 0.11770833333333333, 0.07037037037037037]",42,1
960,./unit1/camera_data/image_BS1_6525_03_33_53.jpg,"[[572, 91, 729, 143]]","[0.6776041666666667, 0.21666666666666667, 0.16354166666666667, 0.0962962962962963]",42,1
961,./unit1/camera_data/image_BS1_6543_03_33_55.jpg,"[[740, 90, 900, 141]]","[0.8541666666666666, 0.21388888888888888, 0.16666666666666666, 0.09444444444444444]",51,1
963,./unit1/camera_data/image_BS1_9921_03_41_12.jpg,"[[40, 70, 150, 104]]","[0.09895833333333333, 0.16111111111111112, 0.11458333333333333, 0.06296296296296296]",6,1
964,./unit1/camera_data/image_BS1_4600_03_29_46.jpg,"[[640, 72, 733, 110]]","[0.7151041666666667, 0.1685185185185185, 0.096875, 0.07037037037037037]",44,1
966,./unit1/camera_data/image_BS1_9283_03_39_49.jpg,"[[495, 69, 615, 110]]","[0.578125, 0.16574074074074074, 0.125, 0.07592592592592592]",39,1
