index,unit1_mask,unit1_beam_index
884,./resources/mobilenet_mask/image_BS1_1269_03_22_41.jpg,13
885,./resources/mobilenet_mask/image_BS1_3375_03_27_10.jpg,46
886,./resources/mobilenet_mask/image_BS1_6844_03_34_34.jpg,17
887,./resources/mobilenet_mask/image_BS1_5948_03_32_39.jpg,52
888,./resources/mobilenet_mask/image_BS1_9852_03_41_03.jpg,57
889,./resources/mobilenet_mask/image_BS1_7421_03_35_48.jpg,37
890,./resources/mobilenet_mask/image_BS1_4118_03_28_44.jpg,17
892,./resources/mobilenet_mask/image_BS1_275_03_20_33.jpg,51
894,./resources/mobilenet_mask/image_BS1_1040_03_22_11.jpg,22
895,./resources/mobilenet_mask/image_BS1_4817_03_30_14.jpg,22
896,./resources/mobilenet_mask/image_BS1_8113_03_37_17.jpg,13
897,./resources/mobilenet_mask/image_BS1_5139_03_30_55.jpg,22
898,./resources/mobilenet_mask/image_BS1_9298_03_39_51.jpg,20
899,./resources/mobilenet_mask/image_BS1_2565_03_25_26.jpg,27
900,./resources/mobilenet_mask/image_BS1_2823_03_25_59.jpg,49
901,./resources/mobilenet_mask/image_BS1_7817_03_36_39.jpg,9
903,./resources/mobilenet_mask/image_BS1_2270_03_24_48.jpg,44
904,./resources/mobilenet_mask/image_BS1_9277_03_39_49.jpg,42
905,./resources/mobilenet_mask/image_BS1_659_03_21_22.jpg,48
906,./resources/mobilenet_mask/image_BS1_4827_03_30_15.jpg,26
907,./resources/mobilenet_mask/image_BS1_6254_03_33_18.jpg,37
908,./resources/mobilenet_mask/image_BS1_8053_03_37_09.jpg,57
910,./resources/mobilenet_mask/image_BS1_5903_03_32_33.jpg,13
911,./resources/mobilenet_mask/image_BS1_4635_03_29_51.jpg,17
913,./resources/mobilenet_mask/image_BS1_6553_03_33_56.jpg,55
914,./resources/mobilenet_mask/image_BS1_4822_03_30_15.jpg,23
915,./resources/mobilenet_mask/image_BS1_2586_03_25_29.jpg,37
916,./resources/mobilenet_mask/image_BS1_8588_03_38_18.jpg,13
917,./resources/mobilenet_mask/image_BS1_7406_03_35_46.jpg,54
918,./resources/mobilenet_mask/image_BS1_9895_03_41_08.jpg,28
920,./resources/mobilenet_mask/image_BS1_4370_03_29_17.jpg,55
921,./resources/mobilenet_mask/image_BS1_6830_03_34_32.jpg,34
922,./resources/mobilenet_mask/image_BS1_4356_03_29_15.jpg,43
924,./resources/mobilenet_mask/image_BS1_3602_03_27_39.jpg,58
925,./resources/mobilenet_mask/image_BS1_304_03_20_37.jpg,39
927,./resources/mobilenet_mask/image_BS1_1027_03_22_10.jpg,34
928,./resources/mobilenet_mask/image_BS1_5377_03_31_26.jpg,44
929,./resources/mobilenet_mask/image_BS1_3654_03_27_45.jpg,19
930,./resources/mobilenet_mask/image_BS1_363_03_20_44.jpg,3
931,./resources/mobilenet_mask/image_BS1_5156_03_30_57.jpg,11
932,./resources/mobilenet_mask/image_BS1_6835_03_34_33.jpg,28
933,./resources/mobilenet_mask/image_BS1_4897_03_30_24.jpg,58
935,./resources/mobilenet_mask/image_BS1_6484_03_33_48.jpg,14
936,./resources/mobilenet_mask/image_BS1_2305_03_24_53.jpg,11
937,./resources/mobilenet_mask/image_BS1_9914_03_41_11.jpg,13
938,./resources/mobilenet_mask/image_BS1_3397_03_27_12.jpg,58
939,./resources/mobilenet_mask/image_BS1_9295_03_39_51.jpg,22
940,./resources/mobilenet_mask/image_BS1_6256_03_33_18.jpg,34
941,./resources/mobilenet_mask/image_BS1_4313_03_29_09.jpg,4
942,./resources/mobilenet_mask/image_BS1_4862_03_30_20.jpg,39
943,./resources/mobilenet_mask/image_BS1_9310_03_39_53.jpg,8
944,./resources/mobilenet_mask/image_BS1_9489_03_40_16.jpg,17
945,./resources/mobilenet_mask/image_BS1_9275_03_39_48.jpg,44
946,./resources/mobilenet_mask/image_BS1_9294_03_39_51.jpg,22
947,./resources/mobilenet_mask/image_BS1_8610_03_38_21.jpg,34
948,./resources/mobilenet_mask/image_BS1_4097_03_28_42.jpg,39
950,./resources/mobilenet_mask/image_BS1_334_03_20_40.jpg,22
951,./resources/mobilenet_mask/image_BS1_2308_03_24_53.jpg,6
952,./resources/mobilenet_mask/image_BS1_6264_03_33_19.jpg,26
953,./resources/mobilenet_mask/image_BS1_5949_03_32_39.jpg,51
954,./resources/mobilenet_mask/image_BS1_9540_03_40_23.jpg,57
955,./resources/mobilenet_mask/image_BS1_2287_03_24_51.jpg,27
956,./resources/mobilenet_mask/image_BS1_5343_03_31_21.jpg,11
957,./resources/mobilenet_mask/image_BS1_2314_03_24_54.jpg,3
958,./resources/mobilenet_mask/image_BS1_4795_03_30_11.jpg,5
959,./resources/mobilenet_mask/image_BS1_4603_03_29_47.jpg,42
960,./resources/mobilenet_mask/image_BS1_6525_03_33_53.jpg,42
961,./resources/mobilenet_mask/image_BS1_6543_03_33_55.jpg,51
963,./resources/mobilenet_mask/image_BS1_9921_03_41_12.jpg,6
964,./resources/mobilenet_mask/image_BS1_4600_03_29_46.jpg,44
966,./resources/mobilenet_mask/image_BS1_9283_03_39_49.jpg,39
968,./resources/mobilenet_mask/image_BS1_4833_03_30_16.jpg,29
969,./resources/mobilenet_mask/image_BS1_1064_03_22_14.jpg,6
971,./resources/mobilenet_mask/image_BS1_2022_03_24_17.jpg,21
972,./resources/mobilenet_mask/image_BS1_3350_03_27_07.jpg,27
973,./resources/mobilenet_mask/image_BS1_4615_03_29_48.jpg,33
974,./resources/mobilenet_mask/image_BS1_5146_03_30_56.jpg,17
975,./resources/mobilenet_mask/image_BS1_5951_03_32_39.jpg,54
976,./resources/mobilenet_mask/image_BS1_5918_03_32_35.jpg,23
977,./resources/mobilenet_mask/image_BS1_1062_03_22_14.jpg,6
979,./resources/mobilenet_mask/image_BS1_3336_03_27_05.jpg,17
980,./resources/mobilenet_mask/image_BS1_3401_03_27_13.jpg,59
981,./resources/mobilenet_mask/image_BS1_9309_03_39_53.jpg,11
982,./resources/mobilenet_mask/image_BS1_5096_03_30_50.jpg,56
983,./resources/mobilenet_mask/image_BS1_6291_03_33_23.jpg,4
984,./resources/mobilenet_mask/image_BS1_9503_03_40_18.jpg,29
985,./resources/mobilenet_mask/image_BS1_6818_03_34_30.jpg,46
986,./resources/mobilenet_mask/image_BS1_6485_03_33_48.jpg,16
987,./resources/mobilenet_mask/image_BS1_7405_03_35_46.jpg,55
988,./resources/mobilenet_mask/image_BS1_608_03_21_15.jpg,17
989,./resources/mobilenet_mask/image_BS1_6472_03_33_46.jpg,6
990,./resources/mobilenet_mask/image_BS1_4810_03_30_13.jpg,17
991,./resources/mobilenet_mask/image_BS1_4637_03_29_51.jpg,17
992,./resources/mobilenet_mask/image_BS1_1044_03_22_12.jpg,20
994,./resources/mobilenet_mask/image_BS1_3604_03_27_39.jpg,55
996,./resources/mobilenet_mask/image_BS1_4799_03_30_12.jpg,7
997,./resources/mobilenet_mask/image_BS1_3608_03_27_39.jpg,54
998,./resources/mobilenet_mask/image_BS1_4814_03_30_14.jpg,20
999,./resources/mobilenet_mask/image_BS1_2570_03_25_27.jpg,29
1000,./resources/mobilenet_mask/image_BS1_2552_03_25_24.jpg,22
1001,./resources/mobilenet_mask/image_BS1_5387_03_31_27.jpg,51
1003,./resources/mobilenet_mask/image_BS1_8059_03_37_10.jpg,54
1004,./resources/mobilenet_mask/image_BS1_5958_03_32_40.jpg,60
1005,./resources/mobilenet_mask/image_BS1_3898_03_28_16.jpg,29
1006,./resources/mobilenet_mask/image_BS1_7863_03_36_45.jpg,55
1007,./resources/mobilenet_mask/image_BS1_9477_03_40_14.jpg,11
1008,./resources/mobilenet_mask/image_BS1_3881_03_28_14.jpg,14
1011,./resources/mobilenet_mask/image_BS1_3341_03_27_05.jpg,20
1012,./resources/mobilenet_mask/image_BS1_5942_03_32_38.jpg,47
1014,./resources/mobilenet_mask/image_BS1_627_03_21_18.jpg,26
1015,./resources/mobilenet_mask/image_BS1_3323_03_27_03.jpg,6
1016,./resources/mobilenet_mask/image_BS1_5113_03_30_52.jpg,45
1017,./resources/mobilenet_mask/image_BS1_1039_03_22_11.jpg,23
1019,./resources/mobilenet_mask/image_BS1_287_03_20_34.jpg,48
1020,./resources/mobilenet_mask/image_BS1_8592_03_38_19.jpg,16
1021,./resources/mobilenet_mask/image_BS1_8590_03_38_19.jpg,14
1022,./resources/mobilenet_mask/image_BS1_3663_03_27_46.jpg,13
1024,./resources/mobilenet_mask/image_BS1_2593_03_25_30.jpg,39
1025,./resources/mobilenet_mask/image_BS1_6259_03_33_19.jpg,32
1027,./resources/mobilenet_mask/image_BS1_7829_03_36_40.jpg,21
1028,./resources/mobilenet_mask/image_BS1_4339_03_29_13.jpg,27
1029,./resources/mobilenet_mask/image_BS1_9878_03_41_06.jpg,43
1030,./resources/mobilenet_mask/image_BS1_302_03_20_36.jpg,39
1031,./resources/mobilenet_mask/image_BS1_4877_03_30_22.jpg,45
1034,./resources/mobilenet_mask/image_BS1_4340_03_29_13.jpg,27
1036,./resources/mobilenet_mask/image_BS1_7016_03_34_56.jpg,18
1038,./resources/mobilenet_mask/image_BS1_4607_03_29_47.jpg,39
1039,./resources/mobilenet_mask/image_BS1_5114_03_30_52.jpg,43
1040,./resources/mobilenet_mask/image_BS1_2300_03_24_52.jpg,14
1041,./resources/mobilenet_mask/image_BS1_988_03_22_04.jpg,58
1042,./resources/mobilenet_mask/image_BS1_2546_03_25_24.jpg,20
1043,./resources/mobilenet_mask/image_BS1_2515_03_25_20.jpg,7
1044,./resources/mobilenet_mask/image_BS1_5341_03_31_21.jpg,7
1045,./resources/mobilenet_mask/image_BS1_2891_03_26_08.jpg,2
1046,./resources/mobilenet_mask/image_BS1_6470_03_33_46.jpg,4
1047,./resources/mobilenet_mask/image_BS1_8586_03_38_18.jpg,12
1048,./resources/mobilenet_mask/image_BS1_319_03_20_38.jpg,34
1050,./resources/mobilenet_mask/image_BS1_5953_03_32_39.jpg,55
1051,./resources/mobilenet_mask/image_BS1_2587_03_25_29.jpg,38
1052,./resources/mobilenet_mask/image_BS1_9292_03_39_51.jpg,26
1053,./resources/mobilenet_mask/image_BS1_3916_03_28_19.jpg,46
1054,./resources/mobilenet_mask/image_BS1_3880_03_28_14.jpg,14
1055,./resources/mobilenet_mask/image_BS1_6507_03_33_51.jpg,31
1056,./resources/mobilenet_mask/image_BS1_9535_03_40_22.jpg,52
1057,./resources/mobilenet_mask/image_BS1_4898_03_30_24.jpg,59
1058,./resources/mobilenet_mask/image_BS1_4798_03_30_12.jpg,7
1059,./resources/mobilenet_mask/image_BS1_6474_03_33_46.jpg,7
1061,./resources/mobilenet_mask/image_BS1_4137_03_28_47.jpg,2
1062,./resources/mobilenet_mask/image_BS1_3338_03_27_05.jpg,17
1063,./resources/mobilenet_mask/image_BS1_6230_03_33_15.jpg,55
1064,./resources/mobilenet_mask/image_BS1_4802_03_30_12.jpg,10
1065,./resources/mobilenet_mask/image_BS1_2508_03_25_19.jpg,4
1066,./resources/mobilenet_mask/image_BS1_343_03_20_42.jpg,17
1067,./resources/mobilenet_mask/image_BS1_8597_03_38_20.jpg,22
1068,./resources/mobilenet_mask/image_BS1_3891_03_28_15.jpg,22
1069,./resources/mobilenet_mask/image_BS1_9301_03_39_52.jpg,6
1070,./resources/mobilenet_mask/image_BS1_610_03_21_16.jpg,20
1071,./resources/mobilenet_mask/image_BS1_3367_03_27_09.jpg,39
1072,./resources/mobilenet_mask/image_BS1_1264_03_22_40.jpg,7
1073,./resources/mobilenet_mask/image_BS1_265_03_20_32.jpg,59
1075,./resources/mobilenet_mask/image_BS1_5339_03_31_21.jpg,7
1076,./resources/mobilenet_mask/image_BS1_6849_03_34_34.jpg,11
1077,./resources/mobilenet_mask/image_BS1_3886_03_28_15.jpg,19
1078,./resources/mobilenet_mask/image_BS1_2274_03_24_49.jpg,42
1079,./resources/mobilenet_mask/image_BS1_641_03_21_20.jpg,34
1080,./resources/mobilenet_mask/image_BS1_624_03_21_18.jpg,26
1081,./resources/mobilenet_mask/image_BS1_2256_03_24_47.jpg,55
1082,./resources/mobilenet_mask/image_BS1_2296_03_24_52.jpg,17
1083,./resources/mobilenet_mask/image_BS1_4643_03_29_52.jpg,11
1084,./resources/mobilenet_mask/image_BS1_7017_03_34_56.jpg,20
1085,./resources/mobilenet_mask/image_BS1_7404_03_35_46.jpg,55
1086,./resources/mobilenet_mask/image_BS1_6510_03_33_51.jpg,33
1087,./resources/mobilenet_mask/image_BS1_7009_03_34_55.jpg,11
1089,./resources/mobilenet_mask/image_BS1_5941_03_32_38.jpg,47
1090,./resources/mobilenet_mask/image_BS1_1262_03_22_40.jpg,6
1092,./resources/mobilenet_mask/image_BS1_5126_03_30_54.jpg,33
1093,./resources/mobilenet_mask/image_BS1_4631_03_29_50.jpg,20
1094,./resources/mobilenet_mask/image_BS1_3621_03_27_41.jpg,48
1095,./resources/mobilenet_mask/image_BS1_6294_03_33_23.jpg,3
1097,./resources/mobilenet_mask/image_BS1_348_03_20_42.jpg,13
1098,./resources/mobilenet_mask/image_BS1_9872_03_41_06.jpg,47
1099,./resources/mobilenet_mask/image_BS1_3371_03_27_09.jpg,43
1100,./resources/mobilenet_mask/image_BS1_5162_03_30_58.jpg,6
1101,./resources/mobilenet_mask/image_BS1_315_03_20_38.jpg,34
1102,./resources/mobilenet_mask/image_BS1_6272_03_33_20.jpg,20
1103,./resources/mobilenet_mask/image_BS1_9497_03_40_17.jpg,23
1104,./resources/mobilenet_mask/image_BS1_5109_03_30_51.jpg,49
1105,./resources/mobilenet_mask/image_BS1_573_03_21_11.jpg,3
1106,./resources/mobilenet_mask/image_BS1_4100_03_28_42.jpg,38
1107,./resources/mobilenet_mask/image_BS1_6280_03_33_21.jpg,13
1108,./resources/mobilenet_mask/image_BS1_5107_03_30_51.jpg,48
1110,./resources/mobilenet_mask/image_BS1_2584_03_25_28.jpg,34
1111,./resources/mobilenet_mask/image_BS1_7437_03_35_50.jpg,19
1112,./resources/mobilenet_mask/image_BS1_9850_03_41_03.jpg,55
1113,./resources/mobilenet_mask/image_BS1_6860_03_34_36.jpg,4
1114,./resources/mobilenet_mask/image_BS1_1038_03_22_11.jpg,26
1115,./resources/mobilenet_mask/image_BS1_2045_03_24_20.jpg,48
1116,./resources/mobilenet_mask/image_BS1_8595_03_38_19.jpg,20
1117,./resources/mobilenet_mask/image_BS1_2839_03_26_01.jpg,37
1118,./resources/mobilenet_mask/image_BS1_292_03_20_35.jpg,45
1120,./resources/mobilenet_mask/image_BS1_3928_03_28_20.jpg,57
1121,./resources/mobilenet_mask/image_BS1_5914_03_32_35.jpg,21
1122,./resources/mobilenet_mask/image_BS1_674_03_21_24.jpg,55
1123,./resources/mobilenet_mask/image_BS1_5938_03_32_38.jpg,44
1124,./resources/mobilenet_mask/image_BS1_1261_03_22_40.jpg,6
1125,./resources/mobilenet_mask/image_BS1_2555_03_25_25.jpg,23
1126,./resources/mobilenet_mask/image_BS1_4371_03_29_17.jpg,55
1127,./resources/mobilenet_mask/image_BS1_6479_03_33_47.jpg,11
1128,./resources/mobilenet_mask/image_BS1_1276_03_22_42.jpg,17
1129,./resources/mobilenet_mask/image_BS1_607_03_21_15.jpg,19
1130,./resources/mobilenet_mask/image_BS1_6241_03_33_16.jpg,47
1131,./resources/mobilenet_mask/image_BS1_4578_03_29_43.jpg,57
1132,./resources/mobilenet_mask/image_BS1_8071_03_37_11.jpg,48
1133,./resources/mobilenet_mask/image_BS1_4077_03_28_39.jpg,55
1134,./resources/mobilenet_mask/image_BS1_4357_03_29_15.jpg,44
1135,./resources/mobilenet_mask/image_BS1_615_03_21_16.jpg,22
1136,./resources/mobilenet_mask/image_BS1_6550_03_33_56.jpg,55
1137,./resources/mobilenet_mask/image_BS1_5134_03_30_55.jpg,27
1138,./resources/mobilenet_mask/image_BS1_8122_03_37_18.jpg,7
1139,./resources/mobilenet_mask/image_BS1_6483_03_33_48.jpg,13
1140,./resources/mobilenet_mask/image_BS1_8584_03_38_18.jpg,11
1141,./resources/mobilenet_mask/image_BS1_6249_03_33_17.jpg,39
1142,./resources/mobilenet_mask/image_BS1_9491_03_40_16.jpg,18
1143,./resources/mobilenet_mask/image_BS1_5155_03_30_57.jpg,11
1144,./resources/mobilenet_mask/image_BS1_9483_03_40_15.jpg,14
1146,./resources/mobilenet_mask/image_BS1_6538_03_33_55.jpg,48
1147,./resources/mobilenet_mask/image_BS1_8625_03_38_23.jpg,46
1148,./resources/mobilenet_mask/image_BS1_3915_03_28_18.jpg,45
1149,./resources/mobilenet_mask/image_BS1_9893_03_41_08.jpg,30
1150,./resources/mobilenet_mask/image_BS1_1281_03_22_42.jpg,22
1151,./resources/mobilenet_mask/image_BS1_8099_03_37_15.jpg,27
1152,./resources/mobilenet_mask/image_BS1_9904_03_41_10.jpg,20
1154,./resources/mobilenet_mask/image_BS1_5115_03_30_52.jpg,42
1155,./resources/mobilenet_mask/image_BS1_5158_03_30_58.jpg,7
1156,./resources/mobilenet_mask/image_BS1_996_03_22_05.jpg,51
1158,./resources/mobilenet_mask/image_BS1_3913_03_28_18.jpg,44
1159,./resources/mobilenet_mask/image_BS1_7862_03_36_44.jpg,54
1160,./resources/mobilenet_mask/image_BS1_1065_03_22_14.jpg,5
1161,./resources/mobilenet_mask/image_BS1_9870_03_41_05.jpg,51
1162,./resources/mobilenet_mask/image_BS1_6541_03_33_55.jpg,51
1163,./resources/mobilenet_mask/image_BS1_4079_03_28_39.jpg,55
1164,./resources/mobilenet_mask/image_BS1_2829_03_26_00.jpg,45
1166,./resources/mobilenet_mask/image_BS1_1305_03_22_45.jpg,49
1167,./resources/mobilenet_mask/image_BS1_2561_03_25_26.jpg,26
1168,./resources/mobilenet_mask/image_BS1_6519_03_33_52.jpg,39
1169,./resources/mobilenet_mask/image_BS1_3611_03_27_40.jpg,53
1170,./resources/mobilenet_mask/image_BS1_4093_03_28_41.jpg,43
1171,./resources/mobilenet_mask/image_BS1_4840_03_30_17.jpg,31
1172,./resources/mobilenet_mask/image_BS1_3599_03_27_38.jpg,59
1173,./resources/mobilenet_mask/image_BS1_3372_03_27_09.jpg,44
1174,./resources/mobilenet_mask/image_BS1_4337_03_29_12.jpg,23
1177,./resources/mobilenet_mask/image_BS1_5383_03_31_26.jpg,49
1178,./resources/mobilenet_mask/image_BS1_7819_03_36_39.jpg,11
1179,./resources/mobilenet_mask/image_BS1_5904_03_32_33.jpg,13
1180,./resources/mobilenet_mask/image_BS1_586_03_21_13.jpg,11
1182,./resources/mobilenet_mask/image_BS1_6820_03_34_31.jpg,44
1184,./resources/mobilenet_mask/image_BS1_1290_03_22_43.jpg,31
1185,./resources/mobilenet_mask/image_BS1_8062_03_37_10.jpg,54
1186,./resources/mobilenet_mask/image_BS1_2853_03_26_03.jpg,28
1187,./resources/mobilenet_mask/image_BS1_8107_03_37_16.jpg,20
1189,./resources/mobilenet_mask/image_BS1_4096_03_28_42.jpg,42
1190,./resources/mobilenet_mask/image_BS1_7818_03_36_39.jpg,11
1191,./resources/mobilenet_mask/image_BS1_600_03_21_14.jpg,16
1192,./resources/mobilenet_mask/image_BS1_7813_03_36_38.jpg,5
1193,./resources/mobilenet_mask/image_BS1_6839_03_34_33.jpg,23
1194,./resources/mobilenet_mask/image_BS1_5333_03_31_20.jpg,3
1195,./resources/mobilenet_mask/image_BS1_8601_03_38_20.jpg,26
1196,./resources/mobilenet_mask/image_BS1_5376_03_31_26.jpg,42
1197,./resources/mobilenet_mask/image_BS1_6480_03_33_47.jpg,11
1200,./resources/mobilenet_mask/image_BS1_4629_03_29_50.jpg,21
1201,./resources/mobilenet_mask/image_BS1_4838_03_30_17.jpg,29
1202,./resources/mobilenet_mask/image_BS1_3661_03_27_46.jpg,11
1203,./resources/mobilenet_mask/image_BS1_270_03_20_32.jpg,55
1204,./resources/mobilenet_mask/image_BS1_5892_03_32_32.jpg,4
1206,./resources/mobilenet_mask/image_BS1_3347_03_27_06.jpg,23
1208,./resources/mobilenet_mask/image_BS1_9530_03_40_21.jpg,49
1209,./resources/mobilenet_mask/image_BS1_589_03_21_13.jpg,11
1210,./resources/mobilenet_mask/image_BS1_3632_03_27_42.jpg,39
1211,./resources/mobilenet_mask/image_BS1_1258_03_22_39.jpg,4
1212,./resources/mobilenet_mask/image_BS1_8631_03_38_24.jpg,53
1213,./resources/mobilenet_mask/image_BS1_7014_03_34_56.jpg,17
1214,./resources/mobilenet_mask/image_BS1_9856_03_41_03.jpg,55
1215,./resources/mobilenet_mask/image_BS1_274_03_20_33.jpg,55
1216,./resources/mobilenet_mask/image_BS1_6837_03_34_33.jpg,27
1217,./resources/mobilenet_mask/image_BS1_675_03_21_24.jpg,55
1218,./resources/mobilenet_mask/image_BS1_5149_03_30_56.jpg,17
1220,./resources/mobilenet_mask/image_BS1_4654_03_29_53.jpg,2
1221,./resources/mobilenet_mask/image_BS1_8090_03_37_14.jpg,35
1222,./resources/mobilenet_mask/image_BS1_7825_03_36_40.jpg,16
1223,./resources/mobilenet_mask/image_BS1_3653_03_27_45.jpg,20
1224,./resources/mobilenet_mask/image_BS1_2511_03_25_19.jpg,4
1225,./resources/mobilenet_mask/image_BS1_2592_03_25_29.jpg,39
1226,./resources/mobilenet_mask/image_BS1_655_03_21_21.jpg,43
1227,./resources/mobilenet_mask/image_BS1_1041_03_22_11.jpg,22
1228,./resources/mobilenet_mask/image_BS1_3927_03_28_20.jpg,55
1229,./resources/mobilenet_mask/image_BS1_6513_03_33_51.jpg,33
1231,./resources/mobilenet_mask/image_BS1_4591_03_29_45.jpg,52
1232,./resources/mobilenet_mask/image_BS1_2544_03_25_23.jpg,19
1233,./resources/mobilenet_mask/image_BS1_616_03_21_16.jpg,22
1234,./resources/mobilenet_mask/image_BS1_2036_03_24_19.jpg,39
1235,./resources/mobilenet_mask/image_BS1_3899_03_28_16.jpg,29
1236,./resources/mobilenet_mask/image_BS1_2283_03_24_50.jpg,31
1238,./resources/mobilenet_mask/image_BS1_2548_03_25_24.jpg,20
1239,./resources/mobilenet_mask/image_BS1_4808_03_30_13.jpg,16
1240,./resources/mobilenet_mask/image_BS1_2007_03_24_15.jpg,2
1241,./resources/mobilenet_mask/image_BS1_2573_03_25_27.jpg,31
1243,./resources/mobilenet_mask/image_BS1_5164_03_30_58.jpg,6
1244,./resources/mobilenet_mask/image_BS1_9269_03_39_48.jpg,52
1245,./resources/mobilenet_mask/image_BS1_3607_03_27_39.jpg,55
1246,./resources/mobilenet_mask/image_BS1_9528_03_40_21.jpg,48
1248,./resources/mobilenet_mask/image_BS1_9504_03_40_18.jpg,29
1249,./resources/mobilenet_mask/image_BS1_2834_03_26_00.jpg,42
1250,./resources/mobilenet_mask/image_BS1_8066_03_37_11.jpg,52
1251,./resources/mobilenet_mask/image_BS1_602_03_21_15.jpg,17
1252,./resources/mobilenet_mask/image_BS1_8082_03_37_13.jpg,41
1253,./resources/mobilenet_mask/image_BS1_6227_03_33_15.jpg,55
1254,./resources/mobilenet_mask/image_BS1_2038_03_24_19.jpg,43
1255,./resources/mobilenet_mask/image_BS1_3394_03_27_12.jpg,57
1257,./resources/mobilenet_mask/image_BS1_1048_03_22_12.jpg,17
1258,./resources/mobilenet_mask/image_BS1_2018_03_24_16.jpg,14
1259,./resources/mobilenet_mask/image_BS1_350_03_20_42.jpg,11
1260,./resources/mobilenet_mask/image_BS1_6826_03_34_31.jpg,39
1261,./resources/mobilenet_mask/image_BS1_9890_03_41_08.jpg,33
1262,./resources/mobilenet_mask/image_BS1_591_03_21_13.jpg,11
1263,./resources/mobilenet_mask/image_BS1_5108_03_30_51.jpg,48
1264,./resources/mobilenet_mask/image_BS1_5345_03_31_22.jpg,11
1265,./resources/mobilenet_mask/image_BS1_6846_03_34_34.jpg,17
1266,./resources/mobilenet_mask/image_BS1_8060_03_37_10.jpg,55
1268,./resources/mobilenet_mask/image_BS1_3317_03_27_02.jpg,3
1269,./resources/mobilenet_mask/image_BS1_9490_03_40_16.jpg,17
1270,./resources/mobilenet_mask/image_BS1_1022_03_22_09.jpg,37
1271,./resources/mobilenet_mask/image_BS1_5929_03_32_36.jpg,34
1272,./resources/mobilenet_mask/image_BS1_7005_03_34_54.jpg,4
1273,./resources/mobilenet_mask/image_BS1_3894_03_28_16.jpg,26
1274,./resources/mobilenet_mask/image_BS1_7853_03_36_43.jpg,46
1275,./resources/mobilenet_mask/image_BS1_6813_03_34_30.jpg,51
1276,./resources/mobilenet_mask/image_BS1_5127_03_30_54.jpg,33
1277,./resources/mobilenet_mask/image_BS1_1310_03_22_46.jpg,52
1278,./resources/mobilenet_mask/image_BS1_1268_03_22_41.jpg,11
1279,./resources/mobilenet_mask/image_BS1_5940_03_32_38.jpg,44
1280,./resources/mobilenet_mask/image_BS1_9486_03_40_16.jpg,17
1281,./resources/mobilenet_mask/image_BS1_4589_03_29_45.jpg,52
1282,./resources/mobilenet_mask/image_BS1_3887_03_28_15.jpg,20
1283,./resources/mobilenet_mask/image_BS1_3369_03_27_09.jpg,42
1284,./resources/mobilenet_mask/image_BS1_5894_03_32_32.jpg,7
1285,./resources/mobilenet_mask/image_BS1_1263_03_22_40.jpg,7
1286,./resources/mobilenet_mask/image_BS1_8100_03_37_15.jpg,26
1287,./resources/mobilenet_mask/image_BS1_9885_03_41_07.jpg,39
1288,./resources/mobilenet_mask/image_BS1_272_03_20_32.jpg,55
1289,./resources/mobilenet_mask/image_BS1_3873_03_28_13.jpg,9
1290,./resources/mobilenet_mask/image_BS1_631_03_21_18.jpg,29
1291,./resources/mobilenet_mask/image_BS1_1013_03_22_08.jpg,44
1292,./resources/mobilenet_mask/image_BS1_6263_03_33_19.jpg,27
1293,./resources/mobilenet_mask/image_BS1_7422_03_35_48.jpg,38
1294,./resources/mobilenet_mask/image_BS1_3877_03_28_13.jpg,13
1295,./resources/mobilenet_mask/image_BS1_1011_03_22_07.jpg,45
1296,./resources/mobilenet_mask/image_BS1_3633_03_27_43.jpg,39
1297,./resources/mobilenet_mask/image_BS1_598_03_21_14.jpg,14
1299,./resources/mobilenet_mask/image_BS1_8096_03_37_14.jpg,29
1300,./resources/mobilenet_mask/image_BS1_6290_03_33_23.jpg,6
1301,./resources/mobilenet_mask/image_BS1_9847_03_41_02.jpg,57
1302,./resources/mobilenet_mask/image_BS1_2553_03_25_24.jpg,22
1303,./resources/mobilenet_mask/image_BS1_599_03_21_14.jpg,14
1304,./resources/mobilenet_mask/image_BS1_572_03_21_11.jpg,4
1305,./resources/mobilenet_mask/image_BS1_2526_03_25_21.jpg,10
1306,./resources/mobilenet_mask/image_BS1_684_03_21_25.jpg,59
1309,./resources/mobilenet_mask/image_BS1_7846_03_36_42.jpg,39
1310,./resources/mobilenet_mask/image_BS1_1260_03_22_40.jpg,4
1311,./resources/mobilenet_mask/image_BS1_6500_03_33_50.jpg,26
1312,./resources/mobilenet_mask/image_BS1_5359_03_31_23.jpg,26
1314,./resources/mobilenet_mask/image_BS1_3635_03_27_43.jpg,37
1315,./resources/mobilenet_mask/image_BS1_653_03_21_21.jpg,42
1317,./resources/mobilenet_mask/image_BS1_3923_03_28_19.jpg,52
1318,./resources/mobilenet_mask/image_BS1_2311_03_24_54.jpg,4
1320,./resources/mobilenet_mask/image_BS1_5945_03_32_38.jpg,49
1321,./resources/mobilenet_mask/image_BS1_2814_03_25_58.jpg,55
1322,./resources/mobilenet_mask/image_BS1_262_03_20_31.jpg,59
1323,./resources/mobilenet_mask/image_BS1_5926_03_32_36.jpg,32
1324,./resources/mobilenet_mask/image_BS1_2272_03_24_49.jpg,42
1325,./resources/mobilenet_mask/image_BS1_264_03_20_31.jpg,57
1326,./resources/mobilenet_mask/image_BS1_8074_03_37_12.jpg,46
